Age,Gender,Union,M_Status,Education,Reason of unemployment,Desiered Profession,Previous Training,Willing for desired profession,Finincial Capability,Source of fund/no,Govt Seaftynet,EBEK,EBEK-Service
26,Male,Garidaho,Unmarried,HSC,Lack of Referance Person,Driver,No,Yes,No,Bank,No,No,
21,Male,Garidaho,Unmarried,HSC,Lack of Referance Person,Driver,No,Yes,No,Bank,No,No,
18,Male,Garidaho,Unmarried,HSC,Lack of Skills,Animal Husbandry,No,Yes,No,Bank,No,No,
22,Male,Garidaho,Unmarried,HSC,Lack of Skills,RSS Fish Farming,No,Yes,No,Bank,No,No,
21,Male,Garidaho,Widow,HSC,Financial Problem,Outsourcing,No,Yes,No,Bank,No,No,
20,Male,Garidaho,Married,HSC,Lack of Employment,ICT Technician,No,Yes,No,Bank,Yes,Yes,?? ?????? ? ????? ??? ??
22,Male,Garidaho,Married,HSC,Lack of Skills,ICT Technician,Yes,Yes,No,Bank,No,No,
25,Male,Garidaho,Married,HSC,Lack of Skills,Electrician,No,Yes,No,Bank,No,No,
27,Male,Garidaho,Married,HSC,Lack of Skills,Electrician,No,Yes,No,Bank,Yes,No,
25,Male,Garidaho,Married,HSC,Lack of Referance Person,Veterinary Doctor,No,Yes,No,Bank,No,No,
23,Male,Garidaho,Married,HSC,Financial Problem,Driver,No,Yes,No,Bank,No,No,
22,Male,Garidaho,Married,HSC,Lack of Skills,Mens Parlour/Beautu Parlour,No,Yes,No,Bank,No,No,
19,Male,Garidaho,Unmarried,SSC,Lack of Skills,ICT Technician,No,Yes,No,Bank,No,No,
23,Male,Garidaho,Unmarried,SSC,Lack of Employment,Outsourcing,No,Yes,No,Bank,No,Yes,??
22,Male,Garidaho,Unmarried,SSC,Lack of Skills,Outsourcing,No,Yes,No,Bank,No,No,
20,Male,Garidaho,Unmarried,SSC,Lack of Employment,Electrician,No,Yes,No,Bank,No,Yes,???? ?????
22,Male,Garidaho,Unmarried,SSC,Lack of Employment,Electrician,No,Yes,No,Bank,No,No,
18,Male,Garidaho,Unmarried,SSC,Lack of Skills,Electrician,No,Yes,No,Bank,No,No,
19,Male,Garidaho,Unmarried,SSC,Lack of Skills,Electrician,No,Yes,No,Bank,No,No,
20,Male,Garidaho,Unmarried,SSC,Financial Problem,Electrician,No,Yes,No,Bank,No,No,
19,Male,Garidaho,Unmarried,SSC,Lack of Employment,Veterinary Doctor,No,Yes,No,Bank,No,No,
18,Male,Garidaho,Unmarried,SSC,Financial Problem,Driver,No,Yes,No,Bank,No,No,
18,Male,Garidaho,Unmarried,SSC,Financial Problem,Driver,No,Yes,No,Bank,No,No,
22,Male,Garidaho,Unmarried,SSC,Lack of Employment,Driver,No,Yes,No,Bank,No,No,
22,Male,Garidaho,Unmarried,SSC,Lack of Skills,Driver,No,Yes,No,Bank,No,No,
18,Male,Garidaho,Unmarried,SSC,Lack of Skills,Driver,No,Yes,No,Bank,No,No,
18,Male,Garidaho,Unmarried,SSC,Lack of Skills,Driver,No,Yes,No,Bank,Yes,Yes,Activities is not start
18,Male,Garidaho,Unmarried,SSC,Lack of Skills,Driver,No,Yes,No,Bank,No,No,
18,Male,Garidaho,Unmarried,SSC,Lack of Skills,Driver,No,Yes,No,Bank,No,No,
20,Male,Garidaho,Unmarried,SSC,Lack of Referance Person,Driver,No,Yes,No,Bank,No,No,
34,Male,Garidaho,Married,SSC,Lack of Skills,Audio-Video/TV Technician,No,Yes,No,Bank,No,Yes,?? ??????
21,Male,Garidaho,Married,SSC,Financial Problem,ICT Technician,No,Yes,No,Bank,No,No,
26,Male,Garidaho,Married,SSC,Lack of Skills,Tailoring,Yes,Yes,No,Bank,No,No,
33,Male,Garidaho,Married,SSC,Lack of Employment,RSS Fish Farming,No,Yes,No,Bank,No,No,
27,Male,Garidaho,Unmarried,Kamil,Lack of Employment,ICT Technician,No,Yes,No,Bank,No,No,
33,Male,Garidaho,Married,Kamil,Lack of Referance Person,Imam Training,No,Yes,No,Bank,No,No,
22,Male,Garidaho,Unmarried,Technical,Lack of Employment,ICT Technician,No,Yes,No,Bank,No,No,
25,Male,Garidaho,Married,Technical,Lack of Skills,Automobile,No,Yes,No,Bank,No,No,
27,Male,Garidaho,Married,Technical,Lack of Employment,Others,No,Yes,No,Bank,Yes,No,
22,Male,Garidaho,Married,Technical,Lack of Skills,ICT Technician,No,Yes,No,Bank,No,No,
19,Male,Garidaho,Unmarried,Dakhil,Lack of Employment,ICT Technician,No,Yes,No,Bank,Yes,No,
18,Male,Garidaho,Unmarried,Dakhil,Lack of Skills,ICT Technician,No,Yes,No,Bank,No,No,
19,Male,Garidaho,Unmarried,Dakhil,Financial Problem,Outsourcing,No,Yes,No,Bank,No,No,
20,Male,Garidaho,Unmarried,Dakhil,Lack of Employment,Outsourcing,No,Yes,No,Bank,No,No,
21,Male,Garidaho,Unmarried,Dakhil,Lack of Employment,Electrician,No,Yes,No,Bank,No,No,
18,Male,Garidaho,Unmarried,Dakhil,Lack of Employment,Electrician,No,Yes,No,Bank,No,No,
18,Male,Garidaho,Unmarried,Dakhil,Lack of Skills,Electrician,No,Yes,No,Bank,No,No,
18,Male,Garidaho,Unmarried,Dakhil,Lack of Skills,Veterinary Doctor,No,Yes,No,Bank,No,No,
18,Male,Garidaho,Unmarried,Dakhil,Lack of Skills,Animal Husbandry,No,Yes,No,Bank,No,No,
28,Male,Garidaho,Married,Dakhil,Lack of Employment,Driver,No,Yes,No,Bank,No,No,
24,Male,Garidaho,Married,Dakhil,Lack of Skills,Tailoring,No,Yes,No,Bank,No,No,
24,Male,Garidaho,Unmarried,Fazil,Financial Problem,ICT Technician,No,Yes,No,Bank,No,No,
22,Male,Garidaho,Unmarried,Fazil,Lack of Skills,ICT Technician,No,Yes,No,Bank,Yes,No,
21,Male,Garidaho,Unmarried,Fazil,Lack of Skills,ICT Technician,No,Yes,No,Bank,No,No,
25,Male,Garidaho,Married,Fazil,Lack of Skills,ICT Technician,No,Yes,No,Bank,No,No,
23,Male,Garidaho,Unmarried,Honours,Financial Problem,ICT Technician,No,Yes,No,Bank,No,No,
24,Male,Garidaho,Unmarried,Honours,Lack of Employment,ICT Technician,No,Yes,No,Bank,No,No,
25,Male,Garidaho,Unmarried,Honours,Lack of Employment,ICT Technician,No,Yes,No,Bank,No,No,
25,Male,Garidaho,Unmarried,Honours,Lack of Employment,ICT Technician,No,Yes,No,Bank,No,No,
22,Male,Garidaho,Unmarried,Honours,Lack of Skills,ICT Technician,No,Yes,No,Bank,No,No,
20,Male,Garidaho,Unmarried,Honours,Lack of Skills,ICT Technician,No,Yes,No,Bank,No,No,
21,Male,Garidaho,Unmarried,Honours,Lack of Skills,ICT Technician,No,Yes,No,Bank,No,No,
26,Male,Garidaho,Unmarried,Honours,Lack of Skills,ICT Technician,No,Yes,No,Bank,No,Yes,Loan
28,Male,Garidaho,Unmarried,Honours,Lack of Employment,Driver,No,Yes,No,Bank,Yes,No,
22,Male,Garidaho,Divorcy,Honours,Lack of Employment,ICT Technician,No,Yes,No,Bank,Yes,No,
22,Male,Garidaho,Married,Honours,Lack of Skills,ICT Technician,Yes,Yes,No,Bank,No,No,
30,Male,Garidaho,Unmarried,Masters,Lack of Employment,ICT Technician,Yes,Yes,No,Bank,No,No,
26,Male,Garidaho,Unmarried,Masters,Lack of Employment,ICT Technician,No,Yes,No,Bank,No,No,
24,Male,Garidaho,Unmarried,Masters,Financial Problem,Beef Fatenning,No,Yes,No,Bank,No,No,
30,Male,Garidaho,Unmarried,Masters,Favourable Profession Selection Problem,Veterinary Doctor,No,Yes,No,Bank,No,No,
29,Male,Garidaho,Unmarried,Masters,Lack of Employment,Baby Care,Yes,Yes,No,Bank,No,No,
20,Male,Garidaho,Unmarried,,Lack of Employment,Electrician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,,Lack of Skills,Electrician,No,Yes,Yes,,No,No,
24,Male,Garidaho,Unmarried,Diploma,Lack of Referance Person,ICT Technician,No,Yes,Yes,,No,No,
22,Male,Garidaho,Married,Diploma,Financial Problem,Electrician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,Class 8,Financial Problem,Outsourcing,No,Yes,Yes,,No,No,
17,Male,Garidaho,Unmarried,Class 9,Lack of Referance Person,Imam Training,No,Yes,Yes,,No,Yes,???? ??????
20,Male,Garidaho,Unmarried,Class 12,Financial Problem,Electrician,No,Yes,Yes,,No,No,
22,Male,Garidaho,Unmarried,Class 13,Lack of Skills,Electrician,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,Class 15,Lack of Skills,Electrician,Yes,No,Yes,,No,No,
19,Male,Garidaho,Unmarried,Class 16,Lack of Skills,Electrician,No,Yes,Yes,,No,No,
16,Male,Garidaho,Unmarried,Class 20,Others,Driver,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,Class 22,Financial Problem,Driver,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,Class 29,Lack of Skills,Driver,No,No,Yes,,No,No,
18,Male,Garidaho,Unmarried,Class 31,Lack of Skills,Driver,No,No,Yes,,No,No,
18,Male,Garidaho,Unmarried,Class 36,Lack of Skills,Driver,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,Class 39,Lack of Skills,Driver,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,Class 40,Lack of Skills,Driver,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,Class 46,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
23,Male,Garidaho,Unmarried,Class 47,Lack of Skills,Animal Husbandry,No,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,Class 48,Others,RSS Fish Farming,No,Yes,Yes,,No,No,
34,Male,Garidaho,Widow,Class 56,Lack of Employment,Tailoring,No,Yes,Yes,,No,No,
24,Male,Garidaho,Married,Class 64,Lack of Referance Person,Electrician,No,Yes,Yes,,No,No,
30,Male,Garidaho,Married,Class 65,Lack of Skills,Beef Fatenning,No,Yes,Yes,,No,Yes,???? ?????
30,Male,Garidaho,Married,Class 71,Lack of Skills,Beef Fatenning,No,Yes,Yes,,No,Yes,??- ?????/- ??? ? ??
25,Male,Garidaho,Married,Class 79,Lack of Skills,Driver,No,Yes,Yes,,No,No,
26,Male,Garidaho,Married,Class 83,Favourable Profession Selection Problem,Driver,No,Yes,Yes,,No,No,
30,Male,Garidaho,Married,Class 86,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
34,Male,Garidaho,Married,Class 88,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
24,Male,Garidaho,Married,Class 92,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
25,Male,Garidaho,Married,Class 93,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
28,Male,Garidaho,Married,Class 96,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
24,Male,Garidaho,Married,Class 97,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
18,Male,Garidaho,Married,Class 100,Lack of Skills,Tailoring,No,Yes,Yes,,No,Yes,Loan
34,Male,Garidaho,Married,Class 104,Lack of Skills,Pump Mechanic,No,Yes,Yes,,No,No,
34,Male,Garidaho,Married,Class 111,Lack of Skills,Animal Husbandry,No,Yes,Yes,,No,No,
36,Male,Garidaho,Married,Class 113,Lack of Referance Person,Animal Husbandry,No,Yes,Yes,,No,No,
28,Male,Garidaho,Married,Class 114,Others,Plumber,No,Yes,Yes,,No,No,
25,Male,Garidaho,Married,Class 118,Lack of Skills,Mens Parlour/Beautu Parlour,No,Yes,Yes,,No,No,
19,Male,Garidaho,Married,Class 119,Lack of Skills,Mens Parlour/Beautu Parlour,No,Yes,Yes,,No,No,
33,Male,Garidaho,Married,Class 122,Lack of Skills,Handicrafts,No,Yes,Yes,,No,No,
30,Male,Garidaho,Married,Class 124,Lack of Referance Person,Chicken-Duck Farming,No,Yes,Yes,,No,No,
19,Male,Garidaho,Husband abandoned,Class 125,Lack of Skills,Hospitility Management,No,Yes,Yes,,No,No,
30,Male,Garidaho,Husband abandoned,Class 127,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
28,Male,Garidaho,Husband abandoned,Class 128,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,Below Class 9,Financial Problem,Driver,No,Yes,Yes,,Yes,No,
28,Male,Garidaho,Unmarried,Below Class 11,Lack of Skills,Animal Husbandry,No,Yes,Yes,,No,No,
34,Male,Garidaho,Married,Below Class 13,Lack of Skills,Hospitility Management,No,Yes,Yes,,Yes,No,
29,Male,Garidaho,Married,Below Class 14,Lack of Skills,Hospitility Management,No,Yes,Yes,,No,No,
30,Male,Garidaho,Married,Below Class 15,Lack of Skills,Hospitility Management,No,Yes,Yes,,No,No,
23,Male,Garidaho,Married,Below Class 17,Lack of Skills,Driver,No,Yes,Yes,,No,No,
30,Male,Garidaho,Married,Below Class 20,Lack of Skills,Tailoring,No,Yes,Yes,,Yes,No,
30,Male,Garidaho,Married,Below Class 21,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
35,Male,Garidaho,Married,Below Class 23,Lack of Skills,Butik-Embroidery,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,Alim,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,Alim,Lack of Skills,Electrician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,Alim,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,Alim,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,Alim,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
21,Male,Garidaho,Unmarried,Alim,Financial Problem,Animal Husbandry,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,Alim,Lack of Skills,Chicken-Duck Farming,No,Yes,Yes,,No,No,
22,Male,Garidaho,Married,Alim,Lack of Skills,Beef Fatenning,No,Yes,Yes,,No,No,
23,Male,Garidaho,Married,Alim,Lack of Employment,Veterinary Doctor,No,Yes,Yes,,No,No,
35,Male,Garidaho,Married,Alim,Lack of Employment,Pump Mechanic,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,HSC,Lack of Referance Person,Others,No,Yes,Yes,,No,No,
22,Male,Garidaho,Unmarried,HSC,Financial Problem,ICT Technician,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,HSC,Financial Problem,ICT Technician,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,HSC,Financial Problem,ICT Technician,No,Yes,Yes,,Yes,No,
19,Male,Garidaho,Unmarried,HSC,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,HSC,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
21,Male,Garidaho,Unmarried,HSC,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,HSC,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
30,Male,Garidaho,Unmarried,HSC,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
30,Male,Garidaho,Unmarried,HSC,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,Yes,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,Yes,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
22,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
22,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
23,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
23,Male,Garidaho,Unmarried,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,HSC,Lack of Referance Person,ICT Technician,No,Yes,Yes,,No,No,
23,Male,Garidaho,Unmarried,HSC,Lack of Employment,Outsourcing,No,Yes,Yes,,No,Yes,Loan
20,Male,Garidaho,Unmarried,HSC,Lack of Employment,Outsourcing,No,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,HSC,Lack of Skills,Outsourcing,No,Yes,Yes,,No,No,
22,Male,Garidaho,Unmarried,HSC,Lack of Skills,Outsourcing,No,Yes,Yes,,No,Yes,
19,Male,Garidaho,Unmarried,HSC,Lack of Skills,Outsourcing,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,HSC,Financial Problem,Electrician,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,HSC,Lack of Skills,Electrician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,HSC,Lack of Skills,Electrician,No,Yes,Yes,,No,No,
26,Male,Garidaho,Unmarried,HSC,Lack of Skills,Electrician,Yes,Yes,Yes,,No,No,
33,Male,Garidaho,Unmarried,HSC,Lack of Skills,Electrician,No,Yes,Yes,,No,Yes,Nothing
21,Male,Garidaho,Unmarried,HSC,Lack of Skills,Electrician,No,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,HSC,Lack of Skills,Beef Fatenning,No,Yes,Yes,,No,No,
23,Male,Garidaho,Unmarried,HSC,Lack of Skills,Beef Fatenning,No,Yes,Yes,,No,No,
21,Male,Garidaho,Unmarried,HSC,Lack of Employment,Veterinary Doctor,Yes,Yes,Yes,,No,No,
23,Male,Garidaho,Unmarried,HSC,Financial Problem,Driver,No,Yes,Yes,,No,No,
21,Male,Garidaho,Unmarried,HSC,Lack of Employment,Driver,No,Yes,Yes,,No,No,????? ?????
21,Male,Garidaho,Unmarried,HSC,Lack of Employment,Driver,No,Yes,Yes,,No,Yes,????? ?????
22,Male,Garidaho,Unmarried,HSC,Lack of Employment,Driver,No,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,HSC,Lack of Employment,Driver,No,Yes,Yes,,No,No,
25,Male,Garidaho,Unmarried,HSC,Lack of Employment,Driver,No,Yes,Yes,,No,No,
22,Male,Garidaho,Unmarried,HSC,Lack of Employment,Driver,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,HSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,HSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,HSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,HSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,HSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
22,Male,Garidaho,Unmarried,HSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
21,Male,Garidaho,Unmarried,HSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
23,Male,Garidaho,Unmarried,HSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,HSC,Lack of Employment,Pump Mechanic,No,Yes,Yes,,No,No,
28,Male,Garidaho,Unmarried,HSC,Lack of Skills,Mobile Servicing Technician,No,Yes,Yes,,No,No,
23,Male,Garidaho,Divorcy,HSC,Lack of Skills,Tailoring,No,Yes,Yes,,No,Yes,???? ?????
21,Male,Garidaho,Separated,HSC,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
25,Male,Garidaho,Married,HSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
30,Male,Garidaho,Married,HSC,Lack of Skills,AI,Yes,Yes,Yes,,No,No,
34,Male,Garidaho,Married,HSC,Lack of Skills,Veterinary Doctor,No,Yes,Yes,,No,No,
20,Male,Garidaho,Married,HSC,Lack of Employment,Driver,No,Yes,Yes,,No,No,
28,Male,Garidaho,Married,HSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
20,Male,Garidaho,Married,HSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
21,Male,Garidaho,Married,HSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
19,Male,Garidaho,Married,HSC,Lack of Referance Person,Driver,No,Yes,Yes,,No,No,
25,Male,Garidaho,Married,HSC,Lack of Skills,Animal Husbandry,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,SSC,Financial Problem,ICT Technician,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,SSC,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,SSC,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,SSC,Financial Problem,Outsourcing,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,SSC,Lack of Skills,Outsourcing,No,Yes,Yes,,No,Yes,Loan
18,Male,Garidaho,Unmarried,SSC,Favourable Profession Selection Problem,Outsourcing,No,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,SSC,Lack of Skills,Electrician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,SSC,Lack of Skills,Electrician,No,Yes,Yes,,No,,
20,Male,Garidaho,Unmarried,SSC,Lack of Skills,Electrician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,SSC,Favourable Profession Selection Problem,Beef Fatenning,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,SSC,Financial Problem,Driver,No,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,SSC,Financial Problem,Driver,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,SSC,Financial Problem,Driver,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,SSC,Lack of Employment,Driver,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,SSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,SSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,SSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,SSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
17,Male,Garidaho,Unmarried,SSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,SSC,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
19,Male,Garidaho,Married,SSC,Lack of Employment,Outsourcing,No,Yes,Yes,,No,No,
22,Male,Garidaho,Married,SSC,Lack of Skills,Electrician,No,Yes,Yes,,No,No,
24,Male,Garidaho,Married,SSC,Lack of Employment,Driver,No,Yes,Yes,,No,No,
34,Male,Garidaho,Married,SSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
32,Male,Garidaho,Married,SSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
33,Male,Garidaho,Married,SSC,Lack of Skills,Driver,No,Yes,Yes,,No,No,
42,Male,Garidaho,Married,SSC,Lack of Referance Person,Driver,No,No,Yes,,No,No,
20,Male,Garidaho,Married,SSC,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
19,Male,Garidaho,Married,SSC,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
20,Male,Garidaho,Married,SSC,Lack of Referance Person,Tailoring,No,Yes,Yes,,No,No,
32,Male,Garidaho,Married,SSC,Lack of Referance Person,Baby Care,No,Yes,Yes,,No,No,
29,Male,Garidaho,Divorcy,Kamil,Lack of Employment,Tailoring,No,Yes,Yes,,No,No,
28,Male,Garidaho,Married,Kamil,Lack of Skills,ICT Technician,Yes,Yes,Yes,,No,No,
25,Male,Garidaho,Married,Kamil,Lack of Referance Person,ICT Technician,Yes,Yes,Yes,,No,Yes,"????? ,??? ???????"
27,Male,Garidaho,Married,Kamil,Lack of Skills,Tailoring,No,Yes,Yes,,No,No,
22,Male,Garidaho,Unmarried,Technical,Lack of Skills,Outsourcing,No,Yes,Yes,,No,No,
20,Male,Garidaho,Unmarried,Technical,Lack of Employment,Electrician,No,Yes,Yes,,No,Yes,Loan
19,Male,Garidaho,Unmarried,Dakhil,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,Dakhil,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,Dakhil,Lack of Skills,Outsourcing,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,Dakhil,Lack of Skills,Driver,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,Dakhil,Lack of Employment,Tailoring,No,Yes,Yes,,No,No,
18,Male,Garidaho,Unmarried,Dakhil,Lack of Skills,Tailoring,No,Yes,Yes,,Yes,No,??????
33,Male,Garidaho,Married,Dakhil,Lack of Skills,Driver,No,Yes,Yes,,No,No,
25,Male,Garidaho,Unmarried,Honours,Others,ICT Technician,No,Yes,Yes,,No,No,
22,Male,Garidaho,Unmarried,Honours,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
19,Male,Garidaho,Unmarried,Honours,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
23,Male,Garidaho,Unmarried,Honours,Lack of Skills,ICT Technician,No,Yes,Yes,,No,Yes,"Loan,sanchoy"
27,Male,Garidaho,Unmarried,Honours,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
23,Male,Garidaho,Unmarried,Honours,Lack of Skills,ICT Technician,No,Yes,Yes,,No,No,
25,Male,Garidaho,Unmarried,Honours,Lack of Skills,Outsourcing,No,Yes,Yes,,No,No,
27,Male,Garidaho,Unmarried,Honours,Lack of Skills,Electrician,No,Yes,Yes,,No,No,
25,Male,Garidaho,Unmarried,Honours,Lack of Employment,Driver,No,Yes,Yes,,No,No,
32,Male,Garidaho,Married,Honours,Financial Problem,ICT Technician,No,Yes,Yes,,No,No,
29,Male,Garidaho,Married,Honours,Lack of Employment,ICT Technician,Yes,Yes,Yes,,Yes,No,
29,Male,Garidaho,Married,Honours,Lack of Employment,ICT Technician,Yes,Yes,Yes,,Yes,No,
21,Male,Garidaho,Married,Honours,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
26,Male,Garidaho,Married,Honours,Lack of Referance Person,ICT Technician,No,Yes,Yes,,No,No,
34,Male,Garidaho,Married,Honours,Lack of Skills,Veterinary Doctor,No,Yes,Yes,,No,No,
27,Male,Garidaho,Unmarried,Masters,Lack of Referance Person,Auto-machine operator,No,No,Yes,,No,No,
26,Male,Garidaho,Unmarried,Masters,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
27,Male,Garidaho,Unmarried,Masters,Lack of Employment,ICT Technician,No,Yes,Yes,,No,No,
26,Male,Garidaho,Unmarried,Masters,Lack of Employment,ICT Technician,Yes,Yes,Yes,,No,No,
22,Male,Garidaho,Unmarried,Masters,Lack of Employment,ICT Technician,Yes,Yes,Yes,,No,No,
